ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-3850014,2,34.217598,-119.046996,Camarillo,Ventura,CA,72,72,43,29.79,10,10,0
A-2364256,3,33.936508,-84.159424,Duluth,Gwinnett,GA,48.9,,97,,3,11.5,0
A-185067,2,43.002468,-83.645645,Flint,Genesee,MI,43,40.3,65,30.21,10,4.6,
A-1279975,2,42.812851,-83.90139,Byron,Genesee,MI,78,78,81,28.86,7,0,0.06
A-968861,2,33.541679,-80.832458,Orangeburg,Orangeburg,SC,49,49,74,29.89,10,0,0
A-1756179,3,39.84087,-75.406975,Aston,Delaware,PA,41,35,100,29.26,5,9,0
A-3283737,2,32.724231,-96.670652,Dallas,Dallas,TX,41,35,93,29.49,5,9,0
A-376214,2,41.670181,-73.788521,Lagrangeville,Dutchess,NY,37.9,32.7,93,30.02,1.8,6.9,0.05
A-1330807,2,35.046848,-82.022369,Boiling Springs,Spartanburg,SC,90,90,46,29.12,10,0,0
A-2397624,3,31.726374,-106.267204,El Paso,El Paso,TX,39.9,34.5,31,30.45,10,8.1,
A-796738,2,38.917332,-76.972466,Washington,District of Columbia,DC,76,76,71,29.84,10,13,0
A-1141362,2,43.211201,-77.580261,Rochester,Monroe,NY,34,26,64,29.43,10,10,0
A-701417,2,42.389332,-122.885323,Central Point,Jackson,OR,67,67,47,28.52,10,5,0
A-1083314,3,34.144348,-117.319054,San Bernardino,San Bernardino,CA,93,93,7,28.76,10,3,0
A-2760575,2,41.74456,-87.93899,Willowbrook,DuPage,IL,1.9,-12.9,63,30.25,10,9.2,
A-3563382,2,34.01698,-80.94934,Columbia,Richland,SC,70,70,93,29.93,10,3,0
A-451090,3,32.655029,-96.749939,Dallas,Dallas,TX,61,,83,29.86,10,11.5,
A-2187081,2,40.872494,-77.73703,Pleasant Gap,Centre,PA,78.8,,28,29.89,10,20.7,
A-2200395,2,32.778484,-96.805832,Dallas,Dallas,TX,57.9,,36,30.37,10,15,
A-277604,2,30.449099,-97.765511,Austin,Williamson,TX,64.9,,93,30.17,5,6.9,0.08
A-3885281,3,44.46796,-93.29216,Northfield,Rice,MN,5,-9.1,81,29.97,5,9.2,
A-1582745,3,42.629402,-82.850372,Harrison Township,Macomb,MI,28.4,15.8,100,29.86,8,18.4,
A-2021451,3,32.758446,-96.994843,Grand Prairie,Dallas,TX,104,,21,29.9,10,3.5,
A-2157233,2,33.343826,-79.382591,Georgetown,Georgetown,SC,80.6,,84,29.99,10,12.7,
A-3563600,3,41.79241,-87.58034,Chicago,Cook,IL,75,75,51,29.33,10,3,0
A-516071,2,36.062859,-86.697121,Nashville,Davidson,TN,50,50,44,29.67,10,6,0
A-3557175,2,43.00072,-76.14276,Syracuse,Onondaga,NY,83,83,36,29.77,10,0,0
A-538397,3,39.97757,-83.260971,West Jefferson,Madison,OH,52,52,54,29.03,10,5,0
A-3067518,2,34.026438,-118.250424,Los Angeles,Los Angeles,CA,60,60,39,29.97,10,0,0
A-1140667,4,38.724659,-104.73317,Colorado Springs,El Paso,CO,30,25,94,24.21,1,5,0
A-1301351,2,30.293619,-97.677849,Austin,Travis,TX,98,98,30,29.29,10,5,0
A-3425500,2,30.423037,-91.139393,Baton Rouge,East Baton Rouge,LA,60,60,42,30.01,10,7,0
A-845646,3,39.6492,-75.663017,Bear,New Castle,DE,35,35,85,29.99,10,3,0
A-2434142,2,38.696533,-121.336609,Sacramento,Sacramento,CA,35.6,31.7,100,30.08,7,4.6,
A-1625818,2,33.390419,-82.107964,Hephzibah,Richmond,GA,46,,93,30.32,9,,
A-3460255,3,41.95821,-87.73918,Chicago,Cook,IL,93,93,36,29.09,10,20,0
A-1445075,2,29.402039,-98.628098,San Antonio,Bexar,TX,78,78,76,29.15,10,8,0
A-4076561,3,47.4701,-122.31898,Seattle,King,WA,48,,93,30.18,10,8.1,0
A-14798,2,37.63736,-121.891136,Pleasanton,Alameda,CA,66.9,,44,30.18,10,11.5,
A-2307026,3,37.825649,-122.304092,Oakland,Alameda,CA,50,,89,30.1,10,3.5,
A-3092065,2,45.529899,-122.644877,Portland,Multnomah,OR,76,76,54,30.06,10,0,0
A-3968455,3,33.98242,-84.34023,Atlanta,Fulton,GA,48.9,,80,30.12,8,11.5,
A-1204691,3,34.754105,-82.286911,Simpsonville,Greenville,SC,95,95,28,29.08,10,5,0
A-1729586,2,35.486034,-97.601128,Oklahoma City,Oklahoma,OK,51.1,,74,29.9,10,16.1,0
A-2750599,2,41.95352,-87.85664,Schiller Park,Cook,IL,32,22.5,96,30.04,5,12.7,
A-3305140,2,38.814673,-121.307237,Rocklin,Placer,CA,,,,,,,
A-2883781,4,41.13138,-78.71526,Du Bois,Clearfield,PA,12.9,-3.4,77,29.69,0.5,16.1,0
A-2710714,3,38.647469,-121.528763,Sacramento,Sacramento,CA,78.8,,39,29.85,10,,
A-2120881,2,40.21043,-74.764984,Trenton,Mercer,NJ,64,,70,29.93,10,4.6,
A-3694618,2,33.41717,-111.97812,Phoenix,Maricopa,AZ,68,68,26,28.89,10,13,0
A-1384425,3,40.249428,-75.346504,Harleysville,Montgomery,PA,66,66,87,29.48,8,5,0
A-691387,2,30.4501,-91.162033,Baton Rouge,East Baton Rouge,LA,90,90,61,29.91,10,9,0
A-238982,3,39.908672,-75.149452,Philadelphia,Philadelphia,PA,48,,63,30.12,10,19.6,
A-4141381,2,35.1297,-80.94177,Charlotte,Mecklenburg,NC,66.9,,100,29.88,10,6.9,
A-3470212,2,35.05105,-80.76961,Charlotte,Mecklenburg,NC,68,68,40,29.22,10,9,0
A-1427067,3,34.065971,-118.216187,Los Angeles,Los Angeles,CA,70,,49,29.77,10,,0
A-1818467,3,42.357944,-87.934776,Gurnee,Lake,IL,39.9,,65,30.03,10,,
A-3137998,2,28.452272,-82.588363,Spring Hill,Hernando,FL,76,76,94,29.84,10,0,0
A-840604,2,39.725777,-105.053123,Denver,Denver,CO,21,13,93,24.62,10,7,0
A-1689677,3,29.716681,-95.460068,Bellaire,Harris,TX,75.2,,73,30.12,9,,
A-3265634,2,45.52641,-122.68674,Portland,Multnomah,OR,57,57,83,30.06,10,10,0
A-274805,2,32.719761,-96.700188,Dallas,Dallas,TX,,,,30.17,10,11.5,
A-1569201,2,45.00779,-93.235893,Minneapolis,Hennepin,MN,3,-11.5,73,30.27,10,9.2,
A-1182702,2,37.539848,-77.439056,Richmond,Richmond City,VA,61,61,78,29.8,10,3,0
A-3717694,2,34.021455,-118.196585,Los Angeles,Los Angeles,CA,51,51,63,29.9,10,0,0
A-1693752,3,38.252598,-85.745277,Louisville,Jefferson,KY,36,27.1,57,30.28,9,13.8,
A-2381060,3,40.683289,-74.276588,Kenilworth,Union,NJ,33.8,,74,30.12,10,,
A-3300505,2,34.209209,-79.727762,Florence,Florence,SC,39,33,76,30.34,10,8,0
A-541690,3,37.27729,-77.389992,Colonial Heights,Colonial Heights,VA,29,22,72,29.65,10,6,0
A-965559,2,30.352467,-97.795334,Austin,Travis,TX,40,34,63,29.96,10,8,0
A-3273038,2,34.19276,-79.803323,Florence,Florence,SC,64,64,84,30.03,10,9,0
A-3602466,3,30.30194,-97.83963,Austin,Travis,TX,70,70,81,29.17,6,5,0
A-160816,2,41.303558,-95.960365,Omaha,Douglas,NE,77,,66,29.98,10,26.5,0
A-2870878,2,39.09902,-94.61463,Kansas City,Wyandotte,KS,,,,,,,
A-2605135,2,40.762215,-73.757034,Oakland Gardens,Queens,NY,70,,61,30.05,10,5.8,
A-3276948,2,29.944962,-90.074647,New Orleans,Orleans,LA,47,47,100,30.41,10,3,0
A-1038187,2,47.604149,-122.328056,Seattle,King,WA,43,43,82,29.98,10,3,0.01
A-3766921,2,37.863935,-122.302816,Berkeley,Alameda,CA,60,60,78,29.96,10,14,0
A-2116127,2,35.84988,-78.580528,Raleigh,Wake,NC,72,,48,30.15,10,5.8,
A-1467562,2,40.200409,-83.096451,Powell,Delaware,OH,68,68,56,28.79,10,17,0
A-249358,2,39.97493,-76.531387,Wrightsville,York,PA,53.1,,57,30.34,10,4.6,
A-1454171,2,28.597897,-81.717903,Clermont,Lake,FL,78,78,62,30.02,10,7,0
A-3418567,2,37.153956,-120.292243,Chowchilla,Merced,CA,82,82,29,29.85,10,7,0
A-629408,3,32.633259,-96.8228,Lancaster,Dallas,TX,66,66,48,29.66,10,3,0
A-373672,3,41.283787,-72.95063,West Haven,New Haven,CT,50,,28,29.96,10,9.2,
A-3022312,2,44.696449,-117.693732,Baker City,Baker,OR,32,26,59,26.52,10,6,0
A-3819821,3,39.28453,-104.89633,Castle Rock,Douglas,CO,68,68,15,22.94,10,16,0
A-1371338,2,35.144089,-80.77169,Charlotte,Mecklenburg,NC,73,73,79,29.36,10,6,0
A-3575517,2,36.645308,-121.576783,Salinas,Monterey,CA,64,64,60,29.94,10,9,0
A-2961072,2,38.940809,-77.205732,Mc Lean,Fairfax County,VA,78,78,74,30.15,10,10,0
A-2145745,2,35.310066,-80.839142,Charlotte,Mecklenburg,NC,75.2,,73,30.08,10,,
A-3919906,2,38.491296,-112.617789,Beaver,Beaver,UT,6.1,,83,30.51,10,,
A-289414,3,29.778913,-95.967522,Brookshire,Waller,TX,89.6,,59,29.95,9,8.1,
A-361004,3,33.802433,-84.406754,Atlanta,Fulton,GA,53.1,,24,30.01,10,3.5,
A-1062194,2,29.536175,-98.488968,San Antonio,Bexar,TX,67,67,90,29.14,8,13,0.08
A-1760307,2,40.813492,-96.668282,Lincoln,Lancaster,NE,44.1,36.8,38,30.45,10,16.1,
A-1906827,2,25.627335,-80.379433,Miami,Miami-Dade,FL,87.1,,67,29.96,10,11.5,
A-3130925,2,34.180558,-117.184263,San Bernardino,San Bernardino,CA,59,59,53,28.83,10,0,0
A-1844385,3,33.91288,-84.354706,Atlanta,Fulton,GA,71.6,,33,30.15,,3.5,
A-1400748,3,32.911259,-96.895996,Dallas,Dallas,TX,59,59,88,29.23,10,9,0
A-1507141,3,41.766556,-72.684723,Hartford,Hartford,CT,23,9.6,42,30.09,10,16.1,
A-3664722,2,33.29204,-111.90421,Chandler,Maricopa,AZ,68,68,43,28.55,10,7,
A-2742512,2,38.77469,-90.50861,Saint Charles,St. Charles,MO,86,,57,30.04,10,6.9,
A-4239034,2,40.60175,-74.06044,Staten Island,Richmond,NY,75,75,57,29.97,10,6,0
A-118017,2,28.493135,-81.508598,Orlando,Orange,FL,78.1,,54,30.08,10,,
A-2093105,2,38.59343,-121.444771,Sacramento,Sacramento,CA,80.6,,39,29.89,7,,
A-3792931,2,33.705453,-117.954392,Fountain Valley,Orange,CA,63,63,75,29.94,10,0,0
A-3968375,4,38.939784,-76.64328,Davidsonville,Anne Arundel,MD,46,41.9,54,30.13,10,8.1,
A-1795815,2,35.228619,-80.897408,Charlotte,Mecklenburg,NC,78.1,,71,30.27,10,5.8,
A-4083234,2,35.12638,-89.86809,Memphis,Shelby,TN,46,38.8,86,30.24,10,18.4,
A-3237467,2,30.309787,-81.770092,Jacksonville,Duval,FL,78,78,60,30.07,10,16,0
A-414352,2,33.459499,-82.075989,Augusta,Richmond,GA,69.1,,81,30.3,8,6.9,
A-1524224,2,43.180786,-83.528442,Otisville,Genesee,MI,40.6,34.3,77,29.65,10,10.4,
A-331568,2,40.079765,-75.407059,Wayne,Chester,PA,,,,29.73,5,3.5,
A-2223967,2,35.830528,-78.61879,Raleigh,Wake,NC,52,,100,29.83,1.2,4.6,0.09
A-1531034,2,30.030821,-90.467827,La Place,St. Charles,LA,59,,35,30.33,10,12.7,
A-598421,2,40.32782,-75.625618,Boyertown,Montgomery,PA,69,69,90,29.83,8,7,0
A-769176,2,39.951015,-111.802322,Santaquin,Utah,UT,65,65,28,25.51,10,6,0
A-3429532,2,28.020018,-82.455456,Tampa,Hillsborough,FL,65,65,75,30.04,10,3,0
A-1658984,3,30.663307,-87.851814,Daphne,Baldwin,AL,66.9,,97,29.84,3,13.8,0.02
A-2872006,2,30.27849,-97.73,Austin,Travis,TX,50,,43,30.48,10,,
A-1080436,2,35.185928,-106.662888,Albuquerque,Bernalillo,NM,37,37,36,24.36,10,0,0
A-1586242,3,39.034698,-84.59964,Erlanger,Kenton,KY,26.1,12.7,66,30.03,10,18.4,
A-1416764,2,30.232426,-92.062737,Lafayette,Lafayette,LA,83,83,79,29.95,10,5,0
A-3440019,2,44.943534,-93.274837,Minneapolis,Hennepin,MN,17,6,88,29.31,8,9,0
A-3839977,2,44.98436,-93.41094,Minneapolis,Hennepin,MN,21,10,65,29.35,10,10,0
A-256031,3,39.268738,-76.559319,Baltimore,Baltimore City,MD,90,,45,29.95,,,
A-1029247,3,47.553093,-122.192879,Bellevue,King,WA,42,39,60,29.82,10,5,0
A-741502,2,39.653179,-75.63356,New Castle,New Castle,DE,66,66,70,29.9,10,7,0
A-2382411,2,27.996193,-82.393524,Tampa,Hillsborough,FL,75.2,,65,30.04,10,5.8,
A-3109080,2,38.223613,-122.611509,Petaluma,Sonoma,CA,41,41,93,29.97,10,0,0
A-1818184,2,33.948093,-80.965218,Columbia,Richland,SC,75,,40,29.8,10,8.1,
A-2628571,3,35.965771,-86.807976,Franklin,Williamson,TN,89.1,,48,30,10,4.6,
A-2905033,3,33.88981,-84.46008,Atlanta,Cobb,GA,78.1,,57,30.06,10,9.2,
A-4018035,3,47.397692,-123.143102,Hoodsport,Mason,WA,69.1,,63,30.03,10,20.7,
A-3414180,2,33.040523,-80.139003,Summerville,Berkeley,SC,,,,,,,
A-3424514,2,28.354219,-81.680637,Clermont,Lake,FL,61,61,60,30.17,10,8,0
A-1404384,3,38.895836,-76.952286,Washington,District of Columbia,DC,59,59,48,29.58,10,20,0
A-3624481,2,38.8289,-76.8762,District Heights,Prince George's,MD,54,54,85,29.65,10,7,0
A-1395912,2,41.522598,-81.378517,Chesterland,Geauga,OH,70,70,83,28.91,10,9,0
A-1560598,2,39.116772,-119.772606,Carson City,Carson City,NV,48.2,,62,29.92,10,6.9,
A-3902241,4,33.46186,-112.07731,Phoenix,Maricopa,AZ,57,,69,29.95,10,5.8,
A-376370,3,40.845142,-73.926544,Bronx,Bronx,NY,60.1,,30,30.03,10,9.2,
A-899866,2,34.80835,-82.422043,Greenville,Greenville,SC,64,64,13,29.25,10,13,0
A-3809499,2,33.945429,-118.361326,Inglewood,Los Angeles,CA,63,63,78,29.78,8,5,0
A-463065,2,34.007008,-117.964394,Hacienda Heights,Los Angeles,CA,80.6,,48,29.85,10,6.9,
A-762708,2,38.192497,-121.082283,Lodi,San Joaquin,CA,66,66,32,29.98,10,14,0
A-338446,3,37.739334,-121.59082,Tracy,Alameda,CA,44.1,,73,30.2,10,,
A-1295188,3,47.118706,-122.556908,Tacoma,Pierce,WA,63,63,100,29.84,10,8,0
A-1225906,2,33.879143,-117.558746,Corona,Riverside,CA,87,87,44,29.31,10,14,0
A-2991620,2,25.714627,-80.413201,Miami,Miami-Dade,FL,74,74,55,30.09,10,10,0
A-2694562,3,39.041885,-94.362396,Independence,Jackson,MO,69.1,,96,30.08,2.5,4.6,0.03
A-2737000,2,29.52051,-98.486466,San Antonio,Bexar,TX,80.1,,54,29.78,10,11.5,
A-150445,3,33.901535,-84.473381,Atlanta,Cobb,GA,72.3,,67,30.3,10,8.1,
A-828195,2,36.1675,-86.786781,Nashville,Davidson,TN,59,59,67,29.4,10,0,0
A-3694256,4,25.6872,-80.35146,Miami,Miami-Dade,FL,70,70,93,30.08,10,10,0
A-4153193,2,39.77961,-86.14126,Indianapolis,Marion,IN,71.1,,90,29.88,7,5.8,0.1
A-806851,2,38.879444,-111.565781,Richfield,Sevier,UT,61,61,36,25.41,10,3,
A-2145460,3,38.831776,-77.115059,Alexandria,Alexandria,VA,79,,64,29.99,10,9.2,
A-2494928,2,40.934162,-74.672844,Hopatcong,Sussex,NJ,37.9,29.6,62,30.04,,13.8,
A-2474966,2,40.020161,-75.693916,Downingtown,Chester,PA,39,34,81,29.45,10,7,0
A-2192724,2,29.802942,-95.399216,Houston,Harris,TX,78.8,,21,30.2,10,6.9,
A-936764,2,28.20945,-82.353432,Wesley Chapel,Pasco,FL,77,77,83,29.63,10,18,0
A-2194141,2,35.849052,-78.601585,Raleigh,Wake,NC,46.9,,50,29.97,10,10.4,
A-1081762,2,34.123051,-80.874458,Columbia,Richland,SC,70,70,71,30.04,10,0,0
A-3627937,3,44.89427,-93.2748,Minneapolis,Hennepin,MN,48,41,29,28.94,10,21,0
A-2751004,2,44.19287,-69.84751,Gardiner,Kennebec,ME,27,20.5,81,30.13,10,5.8,
A-3780205,2,37.377772,-121.946545,Santa Clara,Santa Clara,CA,58,58,44,30.21,10,8,0
A-3784582,2,38.15097,-122.449378,Petaluma,Sonoma,CA,55,55,100,30.11,6,5,0
A-957811,2,40.0191,-75.674835,Downingtown,Chester,PA,36,30,93,29.56,7,7,0
A-1815619,2,35.56562,-97.638428,Oklahoma City,Oklahoma,OK,61,,52,30.11,10,3.5,
A-2028416,2,37.889355,-121.623077,Discovery Bay,Contra Costa,CA,63,,70,30.02,10,,
A-1858360,2,30.387026,-97.648537,Austin,Travis,TX,77,,69,29.89,10,10.4,
A-436213,3,47.507854,-122.281776,Seattle,King,WA,50,,80,30.44,10,3.5,
A-1783280,3,26.093153,-80.226936,Fort Lauderdale,Broward,FL,79,,77,29.94,10,8.1,
A-3545727,2,33.715057,-117.361097,Lake Elsinore,Riverside,CA,86,86,15,28.59,10,7,0
A-3440066,2,32.303406,-95.30077,Tyler,Smith,TX,55,55,86,29.51,10,0,0
A-2211620,2,39.776062,-84.27343,Dayton,Montgomery,OH,50,,100,29.91,0.5,11.5,
A-1708976,2,42.91605,-83.648819,Grand Blanc,Genesee,MI,34,27.2,75,29.99,9,8.1,
A-2132725,3,37.741131,-121.49501,Tracy,San Joaquin,CA,59,,67,30.05,10,11.5,
A-3163252,2,41.102002,-74.068998,Monsey,Rockland,NY,44,44,79,30.15,10,0,0
A-4027960,2,27.94366,-82.54295,Tampa,Hillsborough,FL,86,,74,30.06,10,3.5,
A-2290129,3,26.011,-80.166977,Hollywood,Broward,FL,79,,54,30.15,10,11.5,
A-1460846,2,34.518799,-82.736641,Anderson,Anderson,SC,67,67,87,28.98,10,12,0
A-4096901,2,26.00525,-80.16678,Hollywood,Broward,FL,42.1,36.6,76,30.29,10,9.2,
A-3564172,2,40.68188,-112.09189,Magna,Salt Lake,UT,62,62,46,25.79,10,8,0
A-642400,2,33.001305,-96.679512,Richardson,Collin,TX,59,59,55,29.47,13,3,0
A-179418,2,43.061462,-83.616341,Flint,Genesee,MI,32,22.5,66,29.99,10,12.7,
A-2877406,2,40.313505,-74.659736,Princeton,Mercer,NJ,51.1,,100,29.9,1,4.6,
A-107001,2,34.15427,-118.377449,North Hollywood,Los Angeles,CA,79,,45,29.96,10,9.2,
A-75087,3,33.918888,-118.17894,Lynwood,Los Angeles,CA,72,,26,30.02,10,8.1,
A-4085281,3,33.91953,-84.33372,Atlanta,DeKalb,GA,75,,66,30.34,10,6.9,
A-3269752,2,37.8804,-122.18321,Orinda,Contra Costa,CA,59,59,72,30.05,10,8,0
A-1506196,3,29.997915,-90.154083,Metairie,Jefferson,LA,48,45,48,30.36,10,6,0
A-2916806,4,40.4842,-79.90786,Pittsburgh,Allegheny,PA,43,,37,30.03,10,,
A-3061078,2,38.274362,-122.44984,Sonoma,Sonoma,CA,55,55,100,29.82,3,0,0
A-2586717,2,32.997456,-96.829201,Dallas,Collin,TX,87.8,,43,30,10,9.2,
A-4137907,2,28.47861,-81.45011,Orlando,Orange,FL,62.1,,65,30.05,10,6.9,
A-3682250,2,34.506966,-117.503706,Phelan,San Bernardino,CA,57,57,28,26.88,10,23,0
A-2412788,2,33.872768,-118.202225,Long Beach,Los Angeles,CA,72,,8,30.07,10,12.7,
A-778656,2,32.662624,-96.783928,Dallas,Dallas,TX,72,72,76,29.09,10,8,0
A-2310363,3,30.330698,-82.962471,Live Oak,Suwannee,FL,62.6,,100,30.27,10,8.1,
A-2408469,2,27.820972,-82.7285,Saint Petersburg,Pinellas,FL,73.9,,73,30.16,10,6.9,
A-1648267,2,33.872532,-118.202324,Long Beach,Los Angeles,CA,63,,93,30.17,5,12.7,0.03
A-3549879,2,45.73169,-120.56507,Arlington,Gilliam,OR,71,71,34,29.16,10,24,0
A-851885,2,39.646542,-75.679962,Newark,New Castle,DE,59,59,58,29.86,10,9,0
A-1096244,2,28.01754,-82.562492,Tampa,Hillsborough,FL,69,69,78,30.08,10,10,0
A-460117,2,33.941792,-118.370049,Los Angeles,Los Angeles,CA,62.1,,84,29.87,10,9.2,
A-1121868,2,41.89996,-87.627136,Chicago,Cook,IL,15,0,56,29.58,10,15,0
A-1862938,3,26.397005,-80.09259,Boca Raton,Palm Beach,FL,80.6,,84,30.05,10,8.1,
A-2498020,2,34.122326,-117.695038,Claremont,Los Angeles,CA,48.2,,46,30.1,10,,
A-1931418,2,34.145866,-117.311325,San Bernardino,San Bernardino,CA,72.7,,48,29.87,10,,
A-3197263,2,34.128699,-118.34639,Los Angeles,Los Angeles,CA,51,51,43,29.2,10,3,0
A-1537031,2,39.630775,-78.837227,Cumberland,Allegany,MD,40.5,34.1,60,29.74,10,10.4,
A-3812102,2,34.39496,-118.927174,Fillmore,Ventura,CA,64,64,70,29.84,10,3,0
A-30051,3,37.702259,-121.744728,Livermore,Alameda,CA,64.9,,48,29.82,10,3.5,
A-2646989,2,30.37705,-97.676064,Austin,Travis,TX,72,,93,30.01,4,5.8,0.07
A-584395,2,35.594669,-97.561623,Oklahoma City,Oklahoma,OK,63,63,65,28.77,9,0,0
A-4111331,3,40.56265,-74.2593,Port Reading,Middlesex,NJ,36.7,,79,30.11,10,,
A-2920065,2,40.76218,-73.84395,Corona,Queens,NY,60.1,,69,30.17,10,6.9,0
A-3163895,2,35.154438,-80.79486,Charlotte,Mecklenburg,NC,53,53,96,29.28,9,5,0
A-2033707,2,44.948563,-93.347839,Minneapolis,Hennepin,MN,68,,78,30.09,4,11.5,0.05
A-4000367,2,33.32631,-111.89357,Chandler,Maricopa,AZ,102.2,,20,29.7,10,10.4,
A-1864546,3,38.20826,-122.150169,Fairfield,Solano,CA,57,,87,29.88,8,6.9,
A-4150326,2,39.009032,-77.152157,Bethesda,Montgomery,MD,59,,67,30.1,10,8.1,
A-1372629,3,28.551527,-80.851601,Titusville,Brevard,FL,91,91,59,30.03,7,6,
A-3102053,2,25.754293,-80.436727,Miami,Miami-Dade,FL,70,70,90,30.09,10,3,0
A-549811,2,34.032448,-118.029335,Whittier,Los Angeles,CA,75,75,17,29.93,10,3,0
A-3219302,2,30.714225,-85.188182,Marianna,Jackson,FL,68,68,30,30.09,10,0,0
A-2197627,2,30.420475,-91.066521,Baton Rouge,East Baton Rouge,LA,61,,87,29.96,10,9.2,
A-2505675,2,36.160961,-86.793236,Nashville,Davidson,TN,46,41.4,44,30.27,10,9.2,
A-3246203,2,26.655299,-80.069693,West Palm Beach,Palm Beach,FL,77,77,54,30.04,10,23,0
A-571153,2,33.93047,-80.87574,Hopkins,Richland,SC,64,64,100,29.72,10,0,0
A-2764198,2,35.04717,-80.81623,Charlotte,Mecklenburg,NC,73.9,,28,29.98,10,8.1,
A-2824360,2,41.28378,-72.93721,New Haven,New Haven,CT,64.9,,100,30.01,7,4.6,0.01
A-3984597,2,43.146132,-124.176031,Coquille,Coos,OR,48.9,,100,30.2,4,,
A-1440670,2,36.13504,-95.967216,Tulsa,Tulsa,OK,76,76,67,29.17,10,15,0
A-3260070,2,30.274447,-82.797271,Wellborn,Suwannee,FL,70,70,64,30.12,10,8,0
A-3235158,2,28.062571,-82.738764,Palm Harbor,Pinellas,FL,71,71,57,30.16,10,12,0
A-917902,2,34.723377,-82.387978,Piedmont,Greenville,SC,52,52,50,28.85,10,8,0
A-2932419,2,36.23799,-86.78529,Nashville,Davidson,TN,84.9,,67,30.14,10,6.9,
A-3306261,2,30.532757,-87.247666,Pensacola,Escambia,FL,73,73,57,30.02,10,8,0
A-222869,2,39.658932,-84.157677,Dayton,Montgomery,OH,25,13.1,51,30.02,10,13.8,
A-1233305,2,40.770645,-73.874931,East Elmhurst,Queens,NY,75,75,55,29.97,10,9,0
A-2025978,2,45.582966,-122.799454,Portland,Multnomah,OR,64.9,,70,30.11,10,5.8,
A-1343250,2,29.398211,-98.380798,San Antonio,Bexar,TX,100,100,22,29.07,10,10,0
A-1173528,2,40.538761,-80.188232,Sewickley,Allegheny,PA,58,58,75,28.97,10,7,0
A-3779434,2,36.403812,-121.909833,Carmel,Monterey,CA,56,56,62,29.99,10,13,0
A-741549,2,40.736401,-73.909248,Woodside,Queens,NY,74,74,41,29.93,10,13,0
A-654643,2,34.99152,-80.815025,Waxhaw,Union,NC,81,81,56,29.48,10,3,0
A-1274774,3,35.858906,-86.579727,Arrington,Rutherford,TN,86,86,51,29.36,10,18,0
A-2348918,3,40.023376,-75.034836,Philadelphia,Philadelphia,PA,25,10.6,78,29.4,1,20.7,
A-746268,3,30.643627,-83.189171,Lake Park,Lowndes,GA,,,,,,,
A-2919129,2,42.88809,-78.76771,Buffalo,Erie,NY,73,,57,29.81,10,10.4,
A-506308,3,39.964577,-76.728806,York,York,PA,81,,72,30.05,10,4.6,
A-117487,2,25.717939,-80.318497,Miami,Miami-Dade,FL,66,,100,30.24,1.5,4.6,0.02
A-1684106,2,28.586571,-81.245193,Orlando,Orange,FL,52,,53,30.27,10,11.5,
A-676681,2,29.564251,-98.512459,San Antonio,Bexar,TX,97,97,40,29.04,10,13,0
A-272782,2,30.341284,-97.680695,Austin,Travis,TX,59,,78,29.77,10,4.6,
