ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-869980,2,35.49329,-97.610092,Oklahoma City,Oklahoma,OK,76.0,76.0,33.0,28.72,10.0,13.0,0.0
A-3354762,2,28.027206,-82.19431,Plant City,Hillsborough,FL,82.0,82.0,58.0,29.84,10.0,7.0,0.0
A-1692846,2,33.168819,-87.513809,Tuscaloosa,Tuscaloosa,AL,41.0,38.0,82.0,30.27,10.0,4.6,0.0
A-3348853,2,32.601605,-80.902682,Yemassee,Jasper,SC,56.0,56.0,77.0,29.89,10.0,7.0,0.0
A-3154920,2,25.761659,-80.392748,Miami,Miami-Dade,FL,47.0,47.0,83.0,30.13,10.0,0.0,0.0
A-3597505,2,38.29374,-85.55922,Louisville,Jefferson,KY,53.0,53.0,83.0,29.27,1.0,5.0,0.03
A-3712137,2,37.970266,-121.33843,Stockton,San Joaquin,CA,44.0,40.0,49.0,30.26,10.0,7.0,0.0
A-4198056,2,40.71844,-112.075274,Magna,Salt Lake,UT,70.0,70.0,31.0,25.98,10.0,6.0,0.0
A-866770,2,32.345188,-110.976379,Tucson,Pima,AZ,81.0,81.0,18.0,27.16,10.0,15.0,0.0
A-1327521,2,32.148819,-110.924179,Tucson,Pima,AZ,76.0,76.0,43.0,27.19,10.0,8.0,0.0
A-3319121,2,36.93014,-77.746429,Warfield,Brunswick,VA,51.0,51.0,58.0,29.17,10.0,8.0,0.0
A-3809921,2,32.83241,-117.11884,San Diego,San Diego,CA,71.0,71.0,57.0,29.45,10.0,12.0,0.0
A-899260,2,41.380619,-77.06189,Trout Run,Lycoming,PA,39.0,35.0,93.0,29.3,4.0,6.0,0.0
A-3878765,2,33.850981,-117.8145,Anaheim,Orange,CA,77.0,77.0,46.0,29.89,10.0,7.0,0.0
A-3977827,2,45.363557,-123.80439,Tillamook,Tillamook,OR,46.0,46.0,93.0,30.05,10.0,0.0,0.0
A-679501,2,37.703827,-122.060921,Castro Valley,Alameda,CA,72.0,72.0,48.0,29.93,6.0,0.0,0.0
A-1335517,2,32.583828,-117.08728,San Diego,San Diego,CA,63.0,63.0,84.0,29.92,10.0,8.0,0.0
A-1246330,2,35.772671,-78.62825,Raleigh,Wake,NC,71.0,71.0,78.0,29.66,10.0,3.0,0.0
A-770138,2,29.779449,-95.387039,Houston,Harris,TX,66.0,66.0,73.0,30.15,10.0,6.0,0.0
A-3051531,2,29.709427,-95.267386,Houston,Harris,TX,79.0,79.0,84.0,29.9,10.0,12.0,0.0
A-1259311,3,39.174133,-84.490326,Cincinnati,Hamilton,OH,69.0,69.0,81.0,29.45,10.0,5.0,0.0
A-842263,2,35.80262,-78.782951,Cary,Wake,NC,47.0,44.0,90.0,29.86,10.0,6.0,0.0
A-573799,2,33.202789,-87.567017,Tuscaloosa,Tuscaloosa,AL,62.0,62.0,84.0,29.83,8.0,7.0,0.0
A-1404383,3,38.909744,-77.217407,Falls Church,Fairfax County,VA,60.0,60.0,44.0,29.88,10.0,21.0,0.0
A-3529539,4,40.83541,-73.88211,Bronx,Bronx,NY,79.0,79.0,58.0,29.78,10.0,8.0,0.0
A-537779,2,37.145756,-121.985161,Los Gatos,Santa Clara,CA,42.0,42.0,82.0,30.12,8.0,0.0,0.0
A-624470,3,32.696026,-97.23793,Fort Worth,Tarrant,TX,73.0,73.0,31.0,29.33,10.0,7.0,0.0
A-3443681,3,41.85571,-87.64464,Chicago,Cook,IL,86.0,86.0,44.0,29.28,10.0,14.0,0.0
A-3830328,2,44.9549,-93.18846,Saint Paul,Ramsey,MN,32.0,32.0,75.0,29.33,10.0,0.0,0.0
A-2311450,3,39.535374,-119.778809,Sparks,Washoe,NV,30.0,24.1,92.0,29.77,1.2,5.8,0.01
A-3533068,2,38.44557,-122.19682,Napa,Napa,CA,55.0,55.0,80.0,29.78,10.0,14.0,0.0
A-3152151,2,46.847128,-96.730336,Moorhead,Clay,MN,11.0,1.0,88.0,29.08,10.0,6.0,0.0
A-661516,3,27.167858,-80.39193,Palm City,Martin,FL,75.0,75.0,89.0,29.93,10.0,0.0,0.0
A-3638523,2,37.897673,-122.09113,Lafayette,Contra Costa,CA,53.0,53.0,77.0,29.99,9.0,15.0,0.0
A-796887,2,35.803135,-78.428223,Knightdale,Wake,NC,70.0,70.0,94.0,29.47,10.0,0.0,0.0
A-3136026,2,39.955279,-76.697396,York,York,PA,43.0,43.0,86.0,29.41,5.0,3.0,0.0
A-1258171,3,33.856133,-117.980896,Anaheim,Orange,CA,67.0,67.0,76.0,29.91,8.0,3.0,0.0
A-1427756,2,34.750858,-120.520432,Lompoc,Santa Barbara,CA,57.0,57.0,82.0,29.5,10.0,7.0,0.0
A-2292774,3,42.972855,-83.765694,Flint,Genesee,MI,21.9,9.8,85.0,29.79,2.5,12.7,0.0
A-3001740,2,46.891461,-114.101396,Missoula,Missoula,MT,46.0,46.0,100.0,26.49,10.0,0.0,0.0
A-928470,2,34.208439,-82.175362,Greenwood,Greenwood,SC,60.0,60.0,36.0,29.23,10.0,13.0,0.0
A-1163578,2,32.975212,-96.65715,Garland,Dallas,TX,77.0,77.0,78.0,29.31,10.0,7.0,0.0
A-906176,2,29.961195,-95.547096,Houston,Harris,TX,50.0,50.0,39.0,30.44,10.0,6.0,0.0
A-3853347,2,45.507207,-122.683595,Portland,Multnomah,OR,69.0,69.0,54.0,30.04,10.0,9.0,0.0
A-935301,3,45.571503,-122.549355,Portland,Multnomah,OR,44.0,41.0,85.0,30.18,8.0,6.0,0.05
A-1471644,2,38.077621,-84.507179,Lexington,Fayette,KY,38.0,29.0,65.0,28.96,10.0,15.0,0.0
A-3404479,2,46.703211,-92.301191,Duluth,St. Louis,MN,20.0,7.0,74.0,28.35,10.0,14.0,0.0
A-604266,2,40.765129,-73.174156,Islip Terrace,Suffolk,NY,62.0,62.0,78.0,30.15,10.0,5.0,0.0
A-1169241,2,38.00544,-121.258034,Stockton,San Joaquin,CA,48.0,46.0,71.0,30.06,10.0,5.0,0.0
A-3758895,2,34.02628,-117.957555,La Puente,Los Angeles,CA,63.0,63.0,35.0,29.84,10.0,0.0,0.0
A-3020695,2,30.632661,-88.118065,Mobile,Mobile,AL,69.0,69.0,61.0,30.21,10.0,5.0,0.0
A-3697199,2,42.08116,-122.59959,Ashland,Jackson,OR,44.0,44.0,93.0,28.79,10.0,3.0,0.0
A-1352866,3,40.868092,-73.832596,Bronx,Bronx,NY,60.0,60.0,78.0,29.81,5.0,16.0,0.09
A-3147210,2,28.356856,-80.701232,Merritt Island,Brevard,FL,71.0,71.0,74.0,30.27,5.0,13.0,0.03
A-3280209,2,40.158303,-75.115751,Willow Grove,Montgomery,PA,26.0,26.0,71.0,30.19,10.0,0.0,0.0
A-1405669,3,29.660963,-95.558037,Houston,Harris,TX,69.0,69.0,84.0,29.92,10.0,7.0,0.0
A-1155802,2,47.11837,-122.293228,Puyallup,Pierce,WA,36.0,36.0,72.0,29.52,10.0,0.0,0.0
A-1334318,3,30.254324,-82.391922,Sanderson,Baker,FL,97.0,97.0,27.0,29.79,10.0,6.0,0.0
A-3662497,3,41.90108,-87.61963,Chicago,Cook,IL,44.0,40.0,76.0,29.33,10.0,8.0,0.0
A-978015,3,33.595909,-117.245094,Wildomar,Riverside,CA,73.0,73.0,15.0,28.64,10.0,9.0,0.0
A-1482999,2,32.830601,-96.841377,Dallas,Dallas,TX,60.0,60.0,60.0,29.56,10.0,0.0,0.0
A-3467793,1,28.53706,-81.36807,Orlando,Orange,FL,70.0,70.0,87.0,29.81,4.0,16.0,0.06
A-3342712,2,25.611518,-80.41423,Miami,Miami-Dade,FL,68.0,68.0,100.0,29.97,1.0,0.0,0.0
A-1152900,3,32.398354,-93.751709,Shreveport,Caddo,LA,62.0,62.0,29.0,30.01,10.0,9.0,0.0
A-3520432,2,34.1611,-118.469614,Sherman Oaks,Los Angeles,CA,88.0,88.0,37.0,28.96,10.0,6.0,0.0
A-1133474,2,41.600677,-83.664734,Toledo,Lucas,OH,37.0,33.0,96.0,29.11,2.0,5.0,0.0
A-3072473,2,25.924729,-80.298628,Hialeah,Miami-Dade,FL,81.0,81.0,77.0,29.91,10.0,5.0,0.0
A-3658977,3,39.92154,-76.89329,Thomasville,York,PA,50.0,50.0,89.0,29.37,10.0,0.0,0.0
A-1074144,2,33.34573,-81.975761,Augusta,Richmond,GA,74.0,74.0,33.0,29.76,10.0,10.0,0.0
A-927785,3,39.081951,-94.49041,Kansas City,Jackson,MO,53.0,53.0,34.0,29.15,10.0,10.0,0.0
A-3174572,2,25.893753,-80.183863,Miami,Miami-Dade,FL,68.0,68.0,65.0,30.14,10.0,3.0,0.0
A-3355743,2,38.532223,-121.461557,Sacramento,Sacramento,CA,64.0,64.0,30.0,30.18,10.0,6.0,0.0
A-682175,2,27.505159,-82.374283,Bradenton,Manatee,FL,81.0,81.0,91.0,29.95,10.0,6.0,0.0
A-3034518,2,45.285826,-123.822795,Cloverdale,Tillamook,OR,64.0,64.0,77.0,30.1,10.0,9.0,0.0
A-3034021,2,39.912259,-120.806607,Quincy,Plumas,CA,78.0,78.0,23.0,29.95,10.0,3.0,0.0
A-610056,3,26.331566,-81.750252,Bonita Springs,Lee,FL,84.0,84.0,82.0,29.9,10.0,8.0,0.0
A-765785,2,29.608408,-98.523033,San Antonio,Bexar,TX,86.0,86.0,24.0,29.24,10.0,14.0,0.0
A-1372157,2,40.764938,-73.952347,New York,New York,NY,78.0,78.0,52.0,29.69,10.0,5.0,0.0
A-2886602,2,40.738173,-74.075441,Jersey City,Hudson,NJ,42.8,38.0,19.0,30.43,10.0,8.1,9.98
A-3247845,2,30.367132,-91.256176,Addis,West Baton Rouge,LA,55.0,55.0,96.0,30.25,10.0,3.0,0.0
A-3703270,3,45.29375,-118.037,La Grande,Union,OR,31.0,31.0,96.0,27.33,10.0,0.0,0.0
A-1750256,3,41.809864,-88.050232,Downers Grove,DuPage,IL,33.1,30.0,92.0,30.12,1.5,3.5,0.02
A-3406363,2,30.371288,-97.721354,Austin,Travis,TX,71.0,71.0,53.0,29.25,10.0,3.0,0.0
A-3407364,2,27.78085,-82.728304,Saint Petersburg,Pinellas,FL,69.0,69.0,96.0,30.03,10.0,3.0,0.0
A-3255239,2,34.161375,-118.293174,Glendale,Los Angeles,CA,45.0,45.0,82.0,29.23,8.0,0.0,0.0
A-1286392,2,37.545139,-77.553314,Richmond,Richmond City,VA,66.0,66.0,93.0,29.66,10.0,7.0,0.0
A-3056879,2,38.982657,-123.00161,Hopland,Mendocino,CA,50.0,50.0,89.0,29.33,10.0,9.0,0.0
A-3199483,2,36.923668,-120.183245,Madera,Madera,CA,82.0,82.0,39.0,29.66,3.0,3.0,0.0
A-3392531,2,36.260851,-86.712689,Madison,Davidson,TN,76.0,76.0,50.0,29.54,10.0,7.0,0.0
A-973499,2,30.42108,-91.152878,Baton Rouge,East Baton Rouge,LA,53.0,53.0,74.0,30.04,10.0,12.0,0.0
A-708151,2,35.543701,-97.605537,Oklahoma City,Oklahoma,OK,77.0,77.0,89.0,28.53,2.0,12.0,0.0
A-2954019,2,34.794527,-92.388464,Little Rock,Pulaski,AR,59.0,59.0,93.0,29.74,10.0,0.0,0.0
A-626143,2,32.63818,-96.949837,Dallas,Dallas,TX,69.0,69.0,45.0,29.44,10.0,9.0,0.0
A-4189977,2,35.32525,-84.77745,Calhoun,McMinn,TN,78.0,78.0,71.0,29.22,10.0,5.0,0.0
A-846110,2,30.32085,-97.726379,Austin,Travis,TX,79.0,79.0,65.0,29.16,7.0,7.0,0.0
A-3611337,1,33.49428,-112.23771,Phoenix,Maricopa,AZ,80.0,80.0,16.0,28.71,10.0,7.0,0.0
A-1378782,2,42.94429,-83.704483,Flint,Genesee,MI,85.0,85.0,38.0,29.34,10.0,5.0,0.0
A-3181256,2,40.330784,-78.743014,Sidman,Cambria,PA,35.0,29.0,78.0,27.58,10.0,7.0,0.0
A-1434551,2,40.68298,-73.805923,South Ozone Park,Queens,NY,57.0,57.0,100.0,29.8,0.12,6.0,0.0
A-1132017,2,30.475475,-97.767311,Austin,Williamson,TX,49.0,47.0,80.0,29.3,10.0,5.0,0.0
A-3347536,2,25.686308,-80.41669,Miami,Miami-Dade,FL,82.0,82.0,69.0,29.86,10.0,15.0,0.0
A-3239448,2,36.987301,-121.968138,Soquel,Santa Cruz,CA,51.0,51.0,61.0,30.0,10.0,3.0,0.0
A-3651695,3,41.76531,-72.65446,East Hartford,Hartford,CT,45.0,42.0,86.0,29.4,4.0,6.0,0.05
A-2999961,2,32.977514,-80.015782,Goose Creek,Berkeley,SC,68.0,68.0,27.0,30.12,10.0,13.0,0.0
A-3326993,2,43.158298,-77.60689,Rochester,Monroe,NY,62.0,62.0,90.0,29.23,10.0,9.0,0.0
A-3392104,2,35.822155,-84.2877,Lenoir City,Loudon,TN,29.0,29.0,89.0,29.31,10.0,0.0,0.0
A-672249,2,32.250305,-110.978073,Tucson,Pima,AZ,74.0,74.0,86.0,27.12,10.0,6.0,0.0
A-198691,2,41.565388,-73.762688,Hopewell Junction,Dutchess,NY,37.0,31.0,96.0,29.63,2.5,8.1,0.02
A-3296082,2,41.265496,-76.913276,Montoursville,Lycoming,PA,58.0,58.0,87.0,29.61,10.0,7.0,0.0
A-3705560,2,26.2651,-80.25015,Coral Springs,Broward,FL,77.0,77.0,56.0,29.86,10.0,14.0,0.0
A-2304008,2,47.884048,-122.15641,Snohomish,Snohomish,WA,46.0,42.5,96.0,30.15,0.2,6.9,0.02
A-582722,2,36.191513,-86.777618,Nashville,Davidson,TN,65.0,65.0,52.0,29.59,10.0,3.0,0.0
A-3293074,2,32.740145,-97.347626,Fort Worth,Tarrant,TX,53.0,53.0,59.0,29.46,10.0,8.0,0.0
A-1168573,2,30.248087,-97.608719,Austin,Travis,TX,91.0,91.0,42.0,29.41,10.0,6.0,0.0
A-3484814,2,39.884504,-122.199957,Corning,Tehama,CA,76.0,76.0,33.0,29.37,10.0,15.0,0.0
A-3528473,3,39.14207,-94.56428,Kansas City,Clay,MO,83.0,83.0,63.0,28.92,10.0,14.0,0.0
A-1319848,3,39.71138,-104.826752,Aurora,Arapahoe,CO,82.0,82.0,33.0,24.45,10.0,9.0,0.0
A-3222246,2,35.064424,-80.763209,Charlotte,Mecklenburg,NC,52.0,52.0,47.0,29.61,10.0,6.0,0.0
A-3570676,2,34.054356,-118.004333,La Puente,Los Angeles,CA,64.0,64.0,52.0,29.85,10.0,10.0,0.0
A-905767,2,44.768429,-93.217079,Saint Paul,Dakota,MN,3.0,-6.0,92.0,29.54,4.0,5.0,0.0
A-3715885,2,38.570704,-121.468512,Sacramento,Sacramento,CA,62.0,62.0,41.0,30.08,10.0,0.0,0.0
A-3323773,2,38.196254,-78.99555,Verona,Augusta,VA,50.0,50.0,80.0,29.04,10.0,0.0,0.0
A-875657,3,44.859272,-93.328499,Minneapolis,Hennepin,MN,34.0,27.0,61.0,28.77,10.0,9.0,0.0
A-3879385,2,33.54307,-111.88014,Scottsdale,Maricopa,AZ,87.0,87.0,32.0,28.79,10.0,3.0,0.0
A-4218352,2,40.66534,-73.99653,Brooklyn,Kings,NY,83.0,83.0,56.0,29.82,10.0,5.0,0.0
A-555066,2,34.358669,-79.780991,Darlington,Darlington,SC,41.0,38.0,96.0,30.12,10.0,5.0,0.0
A-198692,3,40.745876,-74.160645,Harrison,Hudson,NJ,44.1,37.4,96.0,29.61,2.0,13.8,0.02
A-730960,3,32.924866,-96.787666,Dallas,Dallas,TX,79.0,79.0,69.0,29.42,13.0,0.0,0.0
A-3185971,2,33.519855,-86.831227,Birmingham,Jefferson,AL,61.0,61.0,54.0,29.43,10.0,7.0,0.0
A-1115067,2,39.050529,-84.578941,Crescent Springs,Kenton,KY,33.0,21.0,89.0,29.08,1.0,21.0,0.01
A-3577321,2,42.33528,-83.21589,Detroit,Wayne,MI,43.0,37.0,37.0,29.55,10.0,10.0,0.0
A-1068139,2,45.503551,-122.548012,Portland,Multnomah,OR,54.0,54.0,83.0,29.99,10.0,10.0,0.0
A-3250894,2,39.626075,-84.369084,Germantown,Montgomery,OH,46.0,46.0,60.0,29.59,10.0,0.0,0.0
A-3447571,3,35.33887,-80.82417,Charlotte,Mecklenburg,NC,70.0,70.0,88.0,29.31,3.0,7.0,0.0
A-1189343,3,45.531754,-122.616951,Portland,Multnomah,OR,56.0,56.0,60.0,29.8,10.0,8.0,0.0
A-3509495,3,25.99622,-80.1671,Hollywood,Broward,FL,85.0,85.0,74.0,30.03,10.0,15.0,0.0
A-3939309,2,45.06884,-93.27335,Minneapolis,Anoka,MN,26.1,19.4,88.0,29.99,3.0,5.8,0.0
A-763297,2,34.16256,-79.837143,Florence,Florence,SC,63.0,63.0,50.0,29.75,10.0,8.0,0.0
A-3759419,2,40.66768,-111.95799,Taylorsville,Salt Lake,UT,29.0,29.0,75.0,25.95,10.0,0.0,0.0
A-2980734,2,34.055953,-118.463668,Los Angeles,Los Angeles,CA,68.0,68.0,76.0,29.68,3.0,0.0,0.0
A-2247434,3,41.875191,-80.176201,Edinboro,Erie,PA,26.1,12.7,84.0,29.83,0.5,18.4,0.0
A-3011325,2,44.861952,-93.305007,Minneapolis,Hennepin,MN,33.0,27.0,64.0,29.51,10.0,7.0,0.0
A-3295798,2,36.965425,-119.519121,Prather,Fresno,CA,52.0,52.0,66.0,29.96,10.0,3.0,0.0
A-3653413,2,38.42918,-121.58292,Clarksburg,Yolo,CA,62.0,62.0,60.0,30.13,10.0,8.0,0.0
A-4182084,2,33.5499,-91.38395,Dermott,Chicot,AR,66.0,66.0,93.0,29.54,10.0,7.0,0.08
A-3093156,2,40.416909,-74.206928,Hazlet,Monmouth,NJ,49.0,49.0,93.0,29.9,10.0,3.0,0.0
A-3706267,2,33.765926,-117.937725,Garden Grove,Orange,CA,54.0,54.0,75.0,29.96,10.0,0.0,0.0
A-3002284,2,43.133987,-75.469518,Rome,Oneida,NY,47.0,47.0,86.0,29.39,10.0,3.0,0.0
A-1259681,2,27.893669,-82.728912,Largo,Pinellas,FL,84.0,84.0,76.0,29.93,10.0,9.0,0.0
A-575027,3,27.43885,-82.459122,Bradenton,Manatee,FL,77.0,77.0,94.0,29.6,2.0,29.0,0.42
A-3400801,2,26.685781,-81.795507,Fort Myers,Lee,FL,64.0,64.0,46.0,30.21,10.0,10.0,0.0
A-3158977,2,33.762719,-117.472966,Corona,Riverside,CA,75.0,75.0,55.0,29.38,10.0,6.0,0.0
A-3021705,2,40.81684,-74.046273,Carlstadt,Bergen,NJ,64.0,64.0,60.0,29.93,10.0,8.0,0.0
A-3155764,2,30.203787,-95.456021,Conroe,Montgomery,TX,63.0,63.0,78.0,29.72,10.0,6.0,0.0
A-1445855,2,37.739845,-121.590294,Tracy,Alameda,CA,51.0,51.0,68.0,29.56,10.0,0.0,0.0
A-1350508,2,40.68499,-73.724716,Valley Stream,Nassau,NY,70.0,70.0,47.0,30.19,10.0,9.0,0.0
A-3660520,3,37.67424,-122.1235,San Lorenzo,Alameda,CA,63.0,63.0,72.0,30.0,10.0,0.0,0.0
A-3671721,2,45.39778,-92.99506,Stacy,Chisago,MN,30.0,21.0,64.0,28.79,10.0,10.0,0.0
A-573806,2,36.111332,-86.922523,Nashville,Davidson,TN,65.0,65.0,33.0,29.37,10.0,8.0,0.0
A-1062421,3,30.438541,-91.024033,Baton Rouge,East Baton Rouge,LA,69.0,69.0,70.0,29.89,10.0,10.0,0.0
A-1486781,2,35.316399,-80.780998,Charlotte,Mecklenburg,NC,79.0,79.0,34.0,29.21,10.0,12.0,0.0
A-735830,2,33.494801,-112.032402,Phoenix,Maricopa,AZ,95.0,95.0,32.0,28.6,10.0,3.0,0.0
A-4237249,2,45.200236,-123.179638,McMinnville,Yamhill,OR,82.0,82.0,37.0,29.73,10.0,6.0,0.0
A-568307,2,34.477081,-82.78746,Anderson,Anderson,SC,57.0,57.0,37.0,29.41,10.0,0.0,0.0
A-3004891,2,37.48201,-120.272427,Catheys Valley,Mariposa,CA,53.0,53.0,77.0,29.54,10.0,6.0,0.0
A-1270350,2,35.042004,-82.429893,Travelers Rest,Greenville,SC,83.0,83.0,63.0,29.06,10.0,3.0,0.0
A-1243681,3,38.827492,-76.877708,Suitland,Prince George's,MD,74.0,74.0,51.0,29.7,10.0,12.0,0.0
A-794929,2,35.450256,-97.487946,Oklahoma City,Oklahoma,OK,91.0,91.0,51.0,28.57,10.0,14.0,0.0
A-560859,3,42.188992,-71.854179,Auburn,Worcester,MA,59.0,59.0,36.0,29.1,10.0,16.0,0.0
A-1349827,2,33.509979,-112.013039,Phoenix,Maricopa,AZ,104.0,104.0,14.0,28.73,10.0,5.0,0.0
A-1256921,2,30.248032,-97.735329,Austin,Travis,TX,88.0,88.0,65.0,29.48,10.0,12.0,0.0
A-3799948,2,45.83309,-95.15624,Osakis,Douglas,MN,32.0,19.0,88.0,28.13,1.0,24.0,0.0
A-3680443,2,45.49132,-122.67779,Portland,Multnomah,OR,47.0,42.0,86.0,29.75,10.0,12.0,0.01
A-2862096,2,42.37853,-83.43658,Plymouth,Wayne,MI,30.0,17.9,75.0,29.78,5.0,18.4,0.0
A-3668856,1,36.13617,-86.78869,Nashville,Davidson,TN,67.0,67.0,68.0,29.04,10.0,9.0,0.0
A-1080876,2,42.558964,-73.680908,Castleton on Hudson,Rensselaer,NY,54.0,54.0,64.0,30.0,10.0,3.0,0.0
A-3755980,2,38.6889,-109.69632,Thompson,Grand,UT,29.0,29.0,72.0,25.24,10.0,0.0,0.0
A-1425276,3,40.213383,-76.880501,New Cumberland,York,PA,69.0,69.0,44.0,29.63,10.0,12.0,0.0
A-874170,2,41.136803,-74.167923,Sloatsburg,Rockland,NY,25.0,17.0,53.0,29.9,10.0,7.0,0.0
A-1173986,2,26.706005,-80.062477,West Palm Beach,Palm Beach,FL,84.0,84.0,56.0,30.02,10.0,24.0,0.0
